,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg,, (273),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg', 'path': 'full/9e3a6f424b3aac3d9af8c65aaef3f31aeb036de1.jpg', 'checksum': 'f56158f33bef386abfabac2f90454198'}]",,,,,,,2,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg,, (277),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg', 'path': 'full/fb990c0ceaf741dc6c0da3b5968b8b8b60add573.jpg', 'checksum': 'db01aa00f477edf1db123ff9fd51bb98'}]",,,,,,,6,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg,, (272),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg', 'path': 'full/eef4f5bbcbda80264312d6803a8e5fd88d573317.jpg', 'checksum': '0cd0776162e26b7f55b69f586480197b'}]",,,,,,,1,
FinishTime,Horse,Jockey,HorseCode,Url,image_urls,ActualWt,RaceIndex,Place,images,Trainer,Draw,LBW,RunningPosition,WinOdds,HorseNo,RaceNumber,DeclarHorseWt
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg,, (281),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg', 'path': 'full/a145740a2b09571ccfca4e970b27ad90cb8b333f.jpg', 'checksum': '7c95a0338ba70c53cd9b54867b2fdab3'}]",,,,,,,10,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg,, (275),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg', 'path': 'full/8b60b31f765742a36943acbb4b85075c2c4f3ead.jpg', 'checksum': '7d57f958f947f199090f6becf79621f3'}]",,,,,,,4,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg,, (280),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg', 'path': 'full/649959aa5db493b8c44a0e9db40ed3ea0cbc23fa.jpg', 'checksum': 'f38eec6aba0874b31c3fea7fb3951879'}]",,,,,,,9,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg,, (276),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg', 'path': 'full/c57d9bf37cd8c9c40afe5bbb9e40f0a0500260b2.jpg', 'checksum': '90d0ed100ca126ecb4c61a3d459d54aa'}]",,,,,,,5,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg,, (279),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg', 'path': 'full/a3af8aa2045a559d4a39e3718b315de871e4463f.jpg', 'checksum': 'b4ac728a49523eaa1c3df260aa69b391'}]",,,,,,,8,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg,, (272),,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg', 'path': 'full/eef4f5bbcbda80264312d6803a8e5fd88d573317.jpg', 'checksum': '0cd0776162e26b7f55b69f586480197b'}]",,,,,,,1,
FinishTime,Horse,Jockey,HorseCode,Url,image_urls,ActualWt,RaceIndex,Place,images,Trainer,Draw,LBW,RunningPosition,WinOdds,HorseNo,RaceNumber,DeclarHorseWt
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg,, 279,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg', 'path': 'full/a3af8aa2045a559d4a39e3718b315de871e4463f.jpg', 'checksum': 'b4ac728a49523eaa1c3df260aa69b391'}]",,,,,,,8,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg,, 274,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg', 'path': 'full/4cf34f17707fd442e029537a0260c08456d6c6c4.jpg', 'checksum': '37751553d34aeb4db8b534faac363295'}]",,,,,,,3,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg,, 282,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg', 'path': 'full/133cd147c1d7d8aa7dbcc5f896c1707935f06966.jpg', 'checksum': '5306f061cbe6313df0d88f00e359b674'}]",,,,,,,11,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg,, 276,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg', 'path': 'full/c57d9bf37cd8c9c40afe5bbb9e40f0a0500260b2.jpg', 'checksum': '90d0ed100ca126ecb4c61a3d459d54aa'}]",,,,,,,5,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg,, 277,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg', 'path': 'full/fb990c0ceaf741dc6c0da3b5968b8b8b60add573.jpg', 'checksum': 'db01aa00f477edf1db123ff9fd51bb98'}]",,,,,,,6,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg,, 273,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg', 'path': 'full/9e3a6f424b3aac3d9af8c65aaef3f31aeb036de1.jpg', 'checksum': 'f56158f33bef386abfabac2f90454198'}]",,,,,,,2,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg,, 278,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg', 'path': 'full/9c9b2a17bdb5952b82321b5030ec30020e25e0c0.jpg', 'checksum': '93fe03e1a527c19b5d0921d238e337ba'}]",,,,,,,7,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg,, 280,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg', 'path': 'full/649959aa5db493b8c44a0e9db40ed3ea0cbc23fa.jpg', 'checksum': 'f38eec6aba0874b31c3fea7fb3951879'}]",,,,,,,9,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg,, 272,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg', 'path': 'full/eef4f5bbcbda80264312d6803a8e5fd88d573317.jpg', 'checksum': '0cd0776162e26b7f55b69f586480197b'}]",,,,,,,1,
FinishTime,Horse,Jockey,HorseCode,Url,image_urls,ActualWt,RaceIndex,Place,images,Trainer,Draw,LBW,RunningPosition,WinOdds,HorseNo,RaceNumber,DeclarHorseWt
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg,, 282,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg', 'path': 'full/133cd147c1d7d8aa7dbcc5f896c1707935f06966.jpg', 'checksum': '5306f061cbe6313df0d88f00e359b674'}]",,,,,,,11,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg,, 278,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg', 'path': 'full/9c9b2a17bdb5952b82321b5030ec30020e25e0c0.jpg', 'checksum': '93fe03e1a527c19b5d0921d238e337ba'}]",,,,,,,7,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg,, 281,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg', 'path': 'full/a145740a2b09571ccfca4e970b27ad90cb8b333f.jpg', 'checksum': '7c95a0338ba70c53cd9b54867b2fdab3'}]",,,,,,,10,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg,, 277,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg', 'path': 'full/fb990c0ceaf741dc6c0da3b5968b8b8b60add573.jpg', 'checksum': 'db01aa00f477edf1db123ff9fd51bb98'}]",,,,,,,6,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg,, 275,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg', 'path': 'full/8b60b31f765742a36943acbb4b85075c2c4f3ead.jpg', 'checksum': '7d57f958f947f199090f6becf79621f3'}]",,,,,,,4,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg,, 280,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg', 'path': 'full/649959aa5db493b8c44a0e9db40ed3ea0cbc23fa.jpg', 'checksum': 'f38eec6aba0874b31c3fea7fb3951879'}]",,,,,,,9,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg,, 276,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg', 'path': 'full/c57d9bf37cd8c9c40afe5bbb9e40f0a0500260b2.jpg', 'checksum': '90d0ed100ca126ecb4c61a3d459d54aa'}]",,,,,,,5,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg,, 274,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg', 'path': 'full/4cf34f17707fd442e029537a0260c08456d6c6c4.jpg', 'checksum': '37751553d34aeb4db8b534faac363295'}]",,,,,,,3,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg,, 273,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg', 'path': 'full/9e3a6f424b3aac3d9af8c65aaef3f31aeb036de1.jpg', 'checksum': 'f56158f33bef386abfabac2f90454198'}]",,,,,,,2,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg,, 272,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg', 'path': 'full/eef4f5bbcbda80264312d6803a8e5fd88d573317.jpg', 'checksum': '0cd0776162e26b7f55b69f586480197b'}]",,,,,,,1,
FinishTime,Horse,Jockey,HorseCode,Url,image_urls,ActualWt,RaceIndex,Place,images,Trainer,Draw,LBW,RunningPosition,WinOdds,HorseNo,RaceNumber,DeclarHorseWt
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg,, 282,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg', 'path': 'full/133cd147c1d7d8aa7dbcc5f896c1707935f06966.jpg', 'checksum': '5306f061cbe6313df0d88f00e359b674'}]",,,,,,,11,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg,, 280,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg', 'path': 'full/649959aa5db493b8c44a0e9db40ed3ea0cbc23fa.jpg', 'checksum': 'f38eec6aba0874b31c3fea7fb3951879'}]",,,,,,,9,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg,, 281,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg', 'path': 'full/a145740a2b09571ccfca4e970b27ad90cb8b333f.jpg', 'checksum': '7c95a0338ba70c53cd9b54867b2fdab3'}]",,,,,,,10,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg,, 275,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg', 'path': 'full/8b60b31f765742a36943acbb4b85075c2c4f3ead.jpg', 'checksum': '7d57f958f947f199090f6becf79621f3'}]",,,,,,,4,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg,, 277,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg', 'path': 'full/fb990c0ceaf741dc6c0da3b5968b8b8b60add573.jpg', 'checksum': 'db01aa00f477edf1db123ff9fd51bb98'}]",,,,,,,6,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg,, 276,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg', 'path': 'full/c57d9bf37cd8c9c40afe5bbb9e40f0a0500260b2.jpg', 'checksum': '90d0ed100ca126ecb4c61a3d459d54aa'}]",,,,,,,5,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg,, 274,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg', 'path': 'full/4cf34f17707fd442e029537a0260c08456d6c6c4.jpg', 'checksum': '37751553d34aeb4db8b534faac363295'}]",,,,,,,3,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg,, 273,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg', 'path': 'full/9e3a6f424b3aac3d9af8c65aaef3f31aeb036de1.jpg', 'checksum': 'f56158f33bef386abfabac2f90454198'}]",,,,,,,2,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg,, 279,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg', 'path': 'full/a3af8aa2045a559d4a39e3718b315de871e4463f.jpg', 'checksum': 'b4ac728a49523eaa1c3df260aa69b391'}]",,,,,,,8,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg,, 278,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg', 'path': 'full/9c9b2a17bdb5952b82321b5030ec30020e25e0c0.jpg', 'checksum': '93fe03e1a527c19b5d0921d238e337ba'}]",,,,,,,7,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg,, 272,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg', 'path': 'full/eef4f5bbcbda80264312d6803a8e5fd88d573317.jpg', 'checksum': '0cd0776162e26b7f55b69f586480197b'}]",,,,,,,1,
FinishTime,Horse,Jockey,HorseCode,Url,image_urls,ActualWt,RaceIndex,Place,images,Trainer,Draw,WinDiv,LBW,RunningPosition,WinOdds,HorseNo,RaceNumber,DeclarHorseWt
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg,, 273,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R2_S.jpg', 'path': 'full/9e3a6f424b3aac3d9af8c65aaef3f31aeb036de1.jpg', 'checksum': 'f56158f33bef386abfabac2f90454198'}]",,,36.50,,,,,2,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg,, 276,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R5_S.jpg', 'path': 'full/c57d9bf37cd8c9c40afe5bbb9e40f0a0500260b2.jpg', 'checksum': '90d0ed100ca126ecb4c61a3d459d54aa'}]",,,49.50,,,,,5,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg,, 280,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R9_S.jpg', 'path': 'full/649959aa5db493b8c44a0e9db40ed3ea0cbc23fa.jpg', 'checksum': 'f38eec6aba0874b31c3fea7fb3951879'}]",,,88.50,,,,,9,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg,, 281,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R10_S.jpg', 'path': 'full/a145740a2b09571ccfca4e970b27ad90cb8b333f.jpg', 'checksum': '7c95a0338ba70c53cd9b54867b2fdab3'}]",,,105.00,,,,,10,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg,, 279,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R8_S.jpg', 'path': 'full/a3af8aa2045a559d4a39e3718b315de871e4463f.jpg', 'checksum': 'b4ac728a49523eaa1c3df260aa69b391'}]",,,124.50,,,,,8,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg,, 282,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R11_S.jpg', 'path': 'full/133cd147c1d7d8aa7dbcc5f896c1707935f06966.jpg', 'checksum': '5306f061cbe6313df0d88f00e359b674'}]",,,34.50,,,,,11,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg,, 277,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R6_S.jpg', 'path': 'full/fb990c0ceaf741dc6c0da3b5968b8b8b60add573.jpg', 'checksum': 'db01aa00f477edf1db123ff9fd51bb98'}]",,,64.00,,,,,6,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg,, 275,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R4_S.jpg', 'path': 'full/8b60b31f765742a36943acbb4b85075c2c4f3ead.jpg', 'checksum': '7d57f958f947f199090f6becf79621f3'}]",,,19.50,,,,,4,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg,, 272,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R1_S.jpg', 'path': 'full/eef4f5bbcbda80264312d6803a8e5fd88d573317.jpg', 'checksum': '0cd0776162e26b7f55b69f586480197b'}]",,,549.00,,,,,1,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg,, 274,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R3_S.jpg', 'path': 'full/4cf34f17707fd442e029537a0260c08456d6c6c4.jpg', 'checksum': '37751553d34aeb4db8b534faac363295'}]",,,126.50,,,,,3,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg,, 278,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150101R7_S.jpg', 'path': 'full/9c9b2a17bdb5952b82321b5030ec30020e25e0c0.jpg', 'checksum': '93fe03e1a527c19b5d0921d238e337ba'}]",,,16.50,,,,,7,
FinishTime,Horse,Jockey,HorseCode,Url,image_urls,ActualWt,RaceIndex,Place,images,Trainer,Draw,WinDiv,LBW,RunningPosition,WinOdds,HorseNo,RaceNumber,DeclarHorseWt
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R10_S.jpg,, 292,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R10_S.jpg', 'path': 'full/b41d0ba164e141f9cebfddbd8ea8e68cd15a390a.jpg', 'checksum': '1d83c886e6ca3b6e0716f85be57a7d64'}]",,,166.00,,,,,10,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R5_S.jpg,, 287,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R5_S.jpg', 'path': 'full/20416d7d457191b8dc99fda945459bfc9659454a.jpg', 'checksum': '23151a4f0221076d38ff69cf734bf07c'}]",,,333.00,,,,,5,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R6_S.jpg,, 288,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R6_S.jpg', 'path': 'full/38bf03a18f803a73ff23ffa8f0d9cfb3a63f5212.jpg', 'checksum': '3a35e95828824aaf55147f9f5e85531b'}]",,,52.50,,,,,6,
,,,,,http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R7_S.jpg,, 289,,"[{'url': 'http://racing.hkjc.com/racing/content/Images/RaceResult/20150104R7_S.jpg', 'path': 'full/295a21364820d6573ee5817b9b89dfd3b86ce39f.jpg', 'checksum': '54b4b68ffb46bed99b85cd0438a3c1ca'}]",,,109.00,,,,,7,
